#SAMPLE	HQ_HOM	HQ_HOM_RATE	HQ_HET	HQ_HET_RATE	CHARR	MEAN_REF_AB_HOM_ALT	HET_RATE	INCONSISTENT_AB_HET_RATE
NA20543	1008358	1.00000	1803284	0.97726	0.00733	0.00230	1.78834	0.01097
HG02807	1079832	1.00000	1761151	0.97709	0.00776	0.00259	1.63095	0.00789
HG01631	990838	1.00000	1746499	0.97679	0.00644	0.00196	1.76265	0.01271
NA19210	1084925	1.00000	1718561	0.97679	0.00579	0.00189	1.58404	0.01081
NA19731	1186447	1.00000	1526392	0.97492	0.00544	0.00171	1.28652	0.01279
NA20291	1035451	1.00000	1724257	0.97803	0.00610	0.00193	1.66522	0.01214
HG03947	1039195	1.00000	1836449	0.97670	0.00727	0.00225	1.76718	0.01059
NA19434	1065415	1.00000	1747042	0.97720	0.00681	0.00214	1.63978	0.01140
NA12275	975200	1.00000	1729609	0.97707	0.00643	0.00194	1.77359	0.01336
NA18612	1155895	1.00000	1701004	0.97572	0.00762	0.00237	1.47159	0.00674
NA19729	1145306	1.00000	1594531	0.97575	0.00569	0.00177	1.39223	0.01280
NA19099	1091180	1.00000	1726902	0.97618	0.00570	0.00187	1.58260	0.00952
NA20351	966038	1.00000	1924613	0.97865	0.00626	0.00190	1.99227	0.01014
HG00234	1031417	1.00000	1790669	0.97677	0.00754	0.00232	1.73613	0.00904
HG00345	1011637	1.00000	1777915	0.97684	0.00678	0.00203	1.75746	0.01106
HG01085	964601	1.00000	1871350	0.97709	0.00681	0.00202	1.94002	0.01195
HG01695	999770	1.00000	1766885	0.97582	0.00669	0.00201	1.76729	0.01294
NA12761	1008377	1.00000	1778584	0.97628	0.00654	0.00198	1.76381	0.01126
HG02784	1035717	1.00000	1797624	0.97679	0.00671	0.00203	1.73563	0.01168
HG02836	1068108	1.00000	1734063	0.97665	0.00672	0.00215	1.62349	0.01192
HG01850	1143565	1.00000	1706895	0.97516	0.00631	0.00193	1.49261	0.01116
HG03055	1087798	1.00000	1714319	0.97636	0.00611	0.00199	1.57595	0.01141
HG03476	1062014	1.00000	1694859	0.97704	0.00583	0.00188	1.59589	0.01287
HG02385	1112666	1.00000	1627739	0.97630	0.00599	0.00185	1.46292	0.01347
HG04070	1200793	1.00000	1490913	0.97420	0.00795	0.00259	1.24161	0.01183
HG02230	1020171	1.00000	1775544	0.97726	0.00608	0.00186	1.74044	0.01132
HG03086	1073925	1.00000	1701528	0.97605	0.00740	0.00240	1.58440	0.01459
HG02611	1088402	1.00000	1665497	0.97707	0.00635	0.00210	1.53022	0.01234
NA19010	1157231	1.00000	1665774	0.97559	0.00726	0.00223	1.43945	0.01111
HG02224	1001644	1.00000	1785611	0.97640	0.00609	0.00186	1.78268	0.01195
HG01668	989684	1.00000	1782892	0.97767	0.00627	0.00188	1.80148	0.01202
HG00663	1135675	1.00000	1664585	0.97465	0.00613	0.00188	1.46572	0.01240
HG03538	1067689	1.00000	1718058	0.97627	0.00646	0.00212	1.60914	0.01198
HG03585	1037337	1.00000	1822611	0.97649	0.00692	0.00211	1.75701	0.01168
NA21143	1051630	1.00000	1831225	0.97604	0.00718	0.00217	1.74132	0.00928
HG03786	1084088	1.00000	1748417	0.97734	0.00712	0.00222	1.61280	0.01076
HG01372	1028536	1.00000	1824397	0.97698	0.00629	0.00188	1.77378	0.01113
HG03039	1067059	1.00000	1686902	0.97702	0.00636	0.00205	1.58089	0.01312
HG00324	1041349	1.00000	1719106	0.97618	0.00623	0.00189	1.65085	0.01216
NA19654	1036350	1.00000	1789964	0.97665	0.00626	0.00189	1.72718	0.01232
HG00276	1001266	1.00000	1718236	0.97645	0.00669	0.00204	1.71606	0.01362
NA21106	1064281	1.00000	1812241	0.97725	0.00760	0.00233	1.70278	0.00556
NA18548	1139090	1.00000	1696412	0.97327	0.00774	0.00251	1.48927	0.01890
NA21108	1031779	1.00000	1769910	0.97618	0.00720	0.00217	1.71540	0.01266
HG00171	1028924	1.00000	1784719	0.97707	0.00833	0.00250	1.73455	0.01016
HG03802	1031886	1.00000	1835425	0.97667	0.00651	0.00195	1.77871	0.01100
HG01630	980868	1.00000	1782615	0.97615	0.00626	0.00188	1.81739	0.01295
HG03436	1086035	1.00000	1709763	0.97766	0.00673	0.00225	1.57432	0.01104
NA18963	1155502	1.00000	1664433	0.97494	0.00609	0.00187	1.44044	0.01226
HG03857	1015128	1.00000	1814593	0.97646	0.00833	0.00259	1.78755	0.01212
HG03054	1094689	1.00000	1717790	0.97593	0.00985	0.00339	1.56920	0.00952
HG00246	1009564	1.00000	1799432	0.97668	0.00730	0.00219	1.78239	0.01175
NA10851	1028130	1.00000	1749343	0.97624	0.00772	0.00245	1.70148	0.01166
NA18519	1051565	1.00000	1657479	0.97734	0.00592	0.00190	1.57620	0.01340
HG00671	1138095	1.00000	1695869	0.97574	0.00587	0.00181	1.49009	0.01141
HG01938	1235292	1.00000	1503729	0.97391	0.00617	0.00200	1.21731	0.01110
NA19131	1095964	1.00000	1735089	0.97812	0.00596	0.00195	1.58316	0.00856
HG00530	1158556	1.00000	1672301	0.97651	0.00645	0.00199	1.44344	0.01127
HG02855	1090585	1.00000	1740368	0.97663	0.00644	0.00208	1.59581	0.00942
NA20518	1000164	1.00000	1790694	0.97676	0.00797	0.00236	1.79040	0.01182
HG01842	1126767	1.00000	1699785	0.97569	0.00672	0.00205	1.50855	0.01197
HG00581	1123708	1.00000	1644817	0.97408	0.00662	0.00202	1.46374	0.01329
HG02860	1064206	1.00000	1724156	0.97648	0.00583	0.00186	1.62013	0.01137
HG02019	1107029	1.00000	1663364	0.97561	0.00580	0.00179	1.50255	0.01395
HG03784	1077115	1.00000	1752415	0.97656	0.00633	0.00193	1.62695	0.01154
HG04214	1040245	1.00000	1839662	0.97656	0.01049	0.00335	1.76849	0.00913
HG01519	1002215	1.00000	1760271	0.97597	0.00745	0.00235	1.75638	0.01187
HG03894	1066634	1.00000	1776424	0.97571	0.00893	0.00286	1.66545	0.01104
HG04017	1074289	1.00000	1802011	0.97702	0.00787	0.00249	1.67740	0.00923
HG03073	1090134	1.00000	1726396	0.97650	0.00804	0.00269	1.58365	0.00970
HG03990	1055124	1.00000	1821083	0.97599	0.00987	0.00318	1.72594	0.01013
HG02026	1106247	1.00000	1626044	0.97463	0.00570	0.00175	1.46987	0.01403
HG03575	1084449	1.00000	1709630	0.97720	0.00659	0.00215	1.57650	0.01078
NA18915	1099902	1.00000	1722592	0.97672	0.00651	0.00212	1.56613	0.00887
HG01855	1151675	1.00000	1690232	0.97504	0.00641	0.00199	1.46763	0.01133
HG03809	1038946	1.00000	1836795	0.97623	0.00746	0.00227	1.76794	0.01138
HG01857	1144544	1.00000	1677848	0.97523	0.00622	0.00193	1.46595	0.01162
HG01525	993320	1.00000	1818643	0.97680	0.00659	0.00197	1.83087	0.01143
NA18595	1153098	1.00000	1642271	0.97574	0.00585	0.00182	1.42423	0.01241
NA18597	1122459	1.00000	1673405	0.97582	0.00676	0.00207	1.49084	0.01344
HG03625	1131343	1.00000	1650155	0.97470	0.00872	0.00287	1.45858	0.00936
HG01256	1007920	1.00000	1846204	0.97651	0.00619	0.00187	1.83170	0.00994
HG01921	1105593	1.00000	1644671	0.97544	0.00595	0.00183	1.48759	0.01279
HG00537	1124726	1.00000	1650931	0.97524	0.00795	0.00242	1.46785	0.01324
HG03689	1088500	1.00000	1766202	0.97635	0.00728	0.00225	1.62260	0.00944
HG01859	1133248	1.00000	1657379	0.97465	0.00651	0.00200	1.46250	0.01276
NA18980	1145619	1.00000	1676251	0.97591	0.00691	0.00211	1.46318	0.01102
NA18640	1146184	1.00000	1678831	0.97573	0.00683	0.00211	1.46471	0.01158
HG02401	1128772	1.00000	1663580	0.97556	0.00616	0.00192	1.47380	0.01315
HG02031	1130256	1.00000	1678913	0.97656	0.00639	0.00201	1.48543	0.01280
HG01350	1023168	1.00000	1793583	0.97631	0.00621	0.00186	1.75297	0.01240
HG03298	1096209	1.00000	1705103	0.97660	0.00704	0.00237	1.55545	0.01103
NA19020	1060736	1.00000	1755818	0.97700	0.00579	0.00186	1.65528	0.01132
HG00145	996847	1.00000	1746763	0.97590	0.00589	0.00178	1.75229	0.01345
HG00475	1139718	1.00000	1672060	0.97598	0.00620	0.00190	1.46708	0.01159
HG03267	1095314	1.00000	1723992	0.97703	0.00710	0.00232	1.57397	0.00972
HG03457	1091675	1.00000	1722410	0.97668	0.00785	0.00256	1.57777	0.00757
HG03691	1040924	1.00000	1832940	0.97687	0.00658	0.00198	1.76088	0.01041
HG02952	1054244	1.00000	1692988	0.97612	0.00732	0.00239	1.60588	0.01300
HG03088	1072658	1.00000	1711641	0.97721	0.00635	0.00207	1.59570	0.01130
HG00369	1037017	1.00000	1795011	0.97635	0.00727	0.00223	1.73094	0.00697
NA12154	1006947	1.00000	1793262	0.97617	0.00640	0.00191	1.78089	0.01203
HG02008	1118726	1.00000	1604793	0.97584	0.00567	0.00177	1.43448	0.01388
NA18956	1131636	1.00000	1654881	0.97487	0.00587	0.00179	1.46238	0.01324
NA18639	1128401	1.00000	1655649	0.97525	0.00705	0.00215	1.46725	0.01265
NA20862	1005939	1.00000	1811504	0.97708	0.00678	0.00201	1.80081	0.01268
HG03169	1089875	1.00000	1686031	0.97646	0.00655	0.00213	1.54699	0.01154
HG01595	1143305	1.00000	1671357	0.97501	0.00679	0.00208	1.46186	0.01199
HG02634	1093503	1.00000	1728487	0.97685	0.00770	0.00261	1.58069	0.01021
HG03455	1071261	1.00000	1711401	0.97619	0.00732	0.00247	1.59756	0.01207
HG00179	1011243	1.00000	1770382	0.97698	0.00703	0.00214	1.75070	0.01215
HG01603	1004863	1.00000	1777896	0.97770	0.00627	0.00191	1.76929	0.01204
NA19175	1090593	1.00000	1731240	0.97656	0.00596	0.00192	1.58743	0.00953
HG00133	1045416	1.00000	1791662	0.97644	0.00679	0.00210	1.71383	0.00608
HG02573	1070602	1.00000	1729994	0.97705	0.00663	0.00214	1.61591	0.01133
NA19138	1073904	1.00000	1702284	0.97651	0.00701	0.00225	1.58514	0.01140
HG00844	1119983	1.00000	1684707	0.97566	0.00685	0.00208	1.50423	0.01306
NA18998	1140633	1.00000	1683108	0.97411	0.01209	0.00429	1.47559	0.01246
HG01174	1020310	1.00000	1785109	0.97668	0.00633	0.00191	1.74958	0.01162
HG03449	1080598	1.00000	1709855	0.97616	0.00710	0.00240	1.58232	0.01129
NA20544	1019475	1.00000	1785591	0.97622	0.00811	0.00244	1.75148	0.01075
HG02736	1007928	1.00000	1827786	0.97708	0.00728	0.00220	1.81341	0.01209
HG02885	1083473	1.00000	1754385	0.97623	0.01053	0.00378	1.61922	0.00799
HG00238	984747	1.00000	1733692	0.97747	0.00679	0.00203	1.76055	0.01341
NA18577	1143165	1.00000	1674032	0.97583	0.00631	0.00194	1.46438	0.01206
NA20287	1043690	1.00000	1824098	0.97713	0.00730	0.00230	1.74774	0.00556
NA21142	1052796	1.00000	1807988	0.97649	0.00723	0.00220	1.71732	0.00907
HG01920	1227899	1.00000	1465005	0.97468	0.00548	0.00176	1.19310	0.01301
NA12778	1003010	1.00000	1701666	0.97580	0.00644	0.00199	1.69656	0.01401
NA20321	1005578	1.00000	1803532	0.97830	0.00636	0.00198	1.79353	0.01186
HG01707	1002692	1.00000	1773189	0.97654	0.00608	0.00182	1.76843	0.01250
NA12775	994961	1.00000	1776927	0.97610	0.01252	0.00422	1.78593	0.01210
HG01948	1031673	1.00000	1868449	0.97705	0.00683	0.00207	1.81109	0.01035
HG02657	1006710	1.00000	1827262	0.97674	0.00784	0.00238	1.81508	0.01206
HG00105	985900	1.00000	1732481	0.97734	0.00697	0.00210	1.75726	0.01306
HG03202	1045513	1.00000	1664730	0.97756	0.00668	0.00217	1.59226	0.01329
HG01965	1034818	1.00000	1784080	0.97707	0.00629	0.00189	1.72405	0.01237
HG04003	1043421	1.00000	1846350	0.97606	0.01073	0.00346	1.76952	0.00858
HG01507	1001185	1.00000	1762050	0.97711	0.00625	0.00187	1.75996	0.01232
HG01669	1001640	1.00000	1776507	0.97705	0.00678	0.00204	1.77360	0.01234
HG02667	1098072	1.00000	1621700	0.97665	0.00606	0.00199	1.47686	0.01214
HG03136	1085437	1.00000	1688904	0.97723	0.00614	0.00197	1.55597	0.01197
HG00566	1169468	1.00000	1679398	0.97539	0.00707	0.00217	1.43604	0.00764
HG03779	1024991	1.00000	1830542	0.97746	0.00621	0.00188	1.78591	0.01165
HG01883	1027523	1.00000	1801627	0.97741	0.00592	0.00186	1.75337	0.01201
HG02219	1036395	1.00000	1785460	0.97644	0.00683	0.00207	1.72276	0.01000
HG02317	1024562	1.00000	1706473	0.97749	0.00574	0.00184	1.66556	0.01315
HG03871	1031262	1.00000	1814387	0.97670	0.00855	0.00267	1.75939	0.01141
HG03914	1006531	1.00000	1801244	0.97687	0.00715	0.00221	1.78956	0.01387
HG04176	1006916	1.00000	1795192	0.97685	0.00853	0.00262	1.78286	0.01378
NA19717	1051037	1.00000	1801076	0.97630	0.00681	0.00207	1.71362	0.01124
HG02731	994427	1.00000	1837106	0.97709	0.00701	0.00213	1.84740	0.01231
HG02325	1061713	1.00000	1742645	0.97793	0.00607	0.00196	1.64135	0.01087
NA19401	1062391	1.00000	1739748	0.97643	0.00580	0.00183	1.63758	0.01173
HG01069	1020343	1.00000	1874613	0.97738	0.00691	0.00211	1.83724	0.00586
HG01130	999838	1.00000	1850762	0.97659	0.00685	0.00204	1.85106	0.01181
HG02582	1077383	1.00000	1691796	0.97682	0.00625	0.00207	1.57028	0.01215
HG02793	1034107	1.00000	1810668	0.97626	0.00694	0.00213	1.75095	0.01223
NA19378	1026822	1.00000	1701662	0.97727	0.00517	0.00165	1.65721	0.01322
HG02878	1066919	1.00000	1739714	0.97649	0.00605	0.00193	1.63060	0.01189
HG03844	1047023	1.00000	1752685	0.97676	0.00786	0.00250	1.67397	0.01236
HG00534	1146865	1.00000	1696819	0.97643	0.00634	0.00193	1.47953	0.01085
NA12872	1029777	1.00000	1801718	0.97612	0.00736	0.00222	1.74962	0.00831
HG03521	1081343	1.00000	1705606	0.97627	0.00641	0.00210	1.57730	0.01143
HG00589	1161896	1.00000	1661730	0.97521	0.00698	0.00213	1.43019	0.01094
NA19795	998521	1.00000	1841586	0.97732	0.00574	0.00171	1.84431	0.01249
HG01808	1146808	1.00000	1676332	0.97446	0.00659	0.00203	1.46174	0.01188
HG02702	1057647	1.00000	1706385	0.97855	0.00601	0.00194	1.61338	0.01199
NA19209	1092190	1.00000	1728345	0.97696	0.00549	0.00178	1.58246	0.00966
HG01988	944501	1.00000	1893463	0.97898	0.00576	0.00175	2.00472	0.01198
HG02688	1031807	1.00000	1805517	0.97719	0.00659	0.00201	1.74986	0.01150
NA19438	1066078	1.00000	1743470	0.97688	0.00562	0.00182	1.63541	0.01079
NA18748	1149696	1.00000	1693565	0.97440	0.00679	0.00208	1.47305	0.01088
HG00472	1115679	1.00000	1639042	0.97540	0.00615	0.00187	1.46910	0.01362
NA20502	1022029	1.00000	1760155	0.97597	0.00690	0.00207	1.72222	0.01137
NA19468	1064478	1.00000	1741615	0.97773	0.00558	0.00178	1.63612	0.01129
HG01441	1016134	1.00000	1809343	0.97734	0.00621	0.00186	1.78061	0.01168
NA20582	1031539	1.00000	1734423	0.97637	0.00799	0.00240	1.68139	0.01184
NA21103	1011168	1.00000	1791760	0.97656	0.00644	0.00192	1.77197	0.01319
HG02505	1015601	1.00000	1751870	0.97676	0.00560	0.00177	1.72496	0.01293
HG01133	1011885	1.00000	1818591	0.97650	0.00637	0.00193	1.79723	0.01070
HG01277	1021892	1.00000	1769111	0.97716	0.00643	0.00195	1.73121	0.01179
HG00327	1036425	1.00000	1758255	0.97684	0.00600	0.00182	1.69646	0.01152
NA18940	1135262	1.00000	1699597	0.97589	0.00697	0.00214	1.49710	0.01169
NA20505	1008040	1.00000	1767693	0.97636	0.00809	0.00241	1.75359	0.01256
HG04090	1061777	1.00000	1803131	0.97668	0.00946	0.00304	1.69822	0.00988
NA11995	990874	1.00000	1724107	0.97646	0.00591	0.00178	1.73999	0.01320
NA12763	1010601	1.00000	1786197	0.97507	0.00625	0.00188	1.76746	0.01347
NA19723	1033017	1.00000	1790781	0.97713	0.00672	0.00203	1.73354	0.01187
HG04100	1052873	1.00000	1848017	0.97650	0.00976	0.00313	1.75521	0.00767
HG01413	995505	1.00000	1853919	0.97630	0.00645	0.00192	1.86229	0.01136
HG01917	1129162	1.00000	1605579	0.97444	0.00591	0.00184	1.42192	0.01343
NA12341	1023315	1.00000	1790299	0.97730	0.00670	0.00202	1.74951	0.01016
HG00766	1133687	1.00000	1677494	0.97581	0.00622	0.00189	1.47968	0.01195
HG00154	1018096	1.00000	1765785	0.97681	0.00631	0.00190	1.73440	0.01073
NA19818	1004479	1.00000	1838349	0.97790	0.00696	0.00214	1.83015	0.01132
NA12777	1025188	1.00000	1732876	0.97645	0.00649	0.00201	1.69030	0.01182
HG03085	1071868	1.00000	1700440	0.97705	0.00592	0.00192	1.58643	0.01233
HG02660	1052037	1.00000	1774952	0.97692	0.00677	0.00208	1.68716	0.01122
HG01251	997991	1.00000	1807463	0.97684	0.00632	0.00189	1.81110	0.01228
HG03096	1065386	1.00000	1693651	0.97709	0.00671	0.00223	1.58971	0.01285
HG01869	1114337	1.00000	1674886	0.97645	0.00647	0.00198	1.50303	0.01255
HG03241	1083991	1.00000	1721612	0.97677	0.00707	0.00240	1.58822	0.01118
HG01915	1023488	1.00000	1754148	0.97745	0.00545	0.00170	1.71389	0.01321
HG00273	1037247	1.00000	1773207	0.97613	0.00654	0.00197	1.70953	0.01069
HG00258	1017478	1.00000	1811932	0.97662	0.00733	0.00221	1.78081	0.00942
HG04093	1040382	1.00000	1789568	0.97603	0.01200	0.00409	1.72011	0.01188
NA18570	1122379	1.00000	1674009	0.97545	0.00581	0.00177	1.49148	0.01296
HG01997	1141256	1.00000	1550592	0.97555	0.00572	0.00178	1.35867	0.01335
HG01776	993781	1.00000	1743346	0.97669	0.00636	0.00191	1.75426	0.01331
HG02265	1161284	1.00000	1521850	0.97477	0.00717	0.00236	1.31049	0.01314
HG01139	1001634	1.00000	1870870	0.97722	0.00657	0.00197	1.86782	0.01086
HG03976	1034010	1.00000	1815104	0.97669	0.00724	0.00228	1.75540	0.01164
NA20524	1016483	1.00000	1788180	0.97631	0.00728	0.00223	1.75918	0.01075
HG02250	1143560	1.00000	1661255	0.97543	0.00617	0.00192	1.45270	0.01250
HG01182	991122	1.00000	1869756	0.97724	0.00683	0.00205	1.88650	0.01107
HG00186	1024514	1.00000	1770055	0.97771	0.00720	0.00216	1.72770	0.01081
NA20770	1004918	1.00000	1796644	0.97623	0.00672	0.00203	1.78785	0.01131
NA18498	1058306	1.00000	1686115	0.97790	0.00535	0.00172	1.59322	0.01297
HG03052	1067013	1.00000	1700018	0.97645	0.00637	0.00212	1.59325	0.01267
NA19055	1165629	1.00000	1697848	0.97538	0.00702	0.00219	1.45659	0.00811
NA19764	988523	1.00000	1828139	0.97774	0.00558	0.00166	1.84936	0.01266
HG03160	1044430	1.00000	1662667	0.97738	0.00600	0.00193	1.59194	0.01371
HG03945	1057528	1.00000	1792661	0.97652	0.00852	0.00260	1.69514	0.01094
HG03869	1026614	1.00000	1842273	0.97701	0.00909	0.00285	1.79451	0.01062
NA18547	1172373	1.00000	1688283	0.97434	0.00723	0.00225	1.44006	0.00957
HG00406	1132226	1.00000	1677603	0.97483	0.00620	0.00189	1.48169	0.01204
HG03744	1037693	1.00000	1831086	0.97689	0.00661	0.00199	1.76457	0.01145
HG01447	1007514	1.00000	1861893	0.97639	0.00668	0.00202	1.84801	0.01095
HG02136	1116088	1.00000	1681949	0.97596	0.00614	0.00189	1.50700	0.01282
NA21107	1014679	1.00000	1798028	0.97635	0.00658	0.00197	1.77202	0.01249
NA19093	1083098	1.00000	1717706	0.97661	0.00604	0.00194	1.58592	0.01029
NA19064	1142045	1.00000	1691862	0.97506	0.00609	0.00188	1.48143	0.01118
HG00351	995440	1.00000	1739516	0.97622	0.00607	0.00182	1.74748	0.01350
HG02111	1035256	1.00000	1777178	0.97721	0.00576	0.00181	1.71666	0.01153
HG02666	1068082	1.00000	1710705	0.97658	0.00661	0.00219	1.60166	0.01217
HG02588	1071271	1.00000	1719907	0.97697	0.00663	0.00221	1.60548	0.01132
NA19308	1077863	1.00000	1768673	0.97663	0.00656	0.00210	1.64091	0.00794
HG01501	1001820	1.00000	1794662	0.97569	0.00635	0.00189	1.79140	0.01189
HG02139	1122570	1.00000	1697507	0.97456	0.00598	0.00181	1.51216	0.01234
NA12340	999321	1.00000	1772919	0.97712	0.00766	0.00231	1.77412	0.01131
HG00628	1148546	1.00000	1684442	0.97587	0.00636	0.00195	1.46659	0.01069
NA12813	1032216	1.00000	1790803	0.97608	0.00712	0.00218	1.73491	0.00580
HG03343	1103800	1.00000	1708139	0.97739	0.00647	0.00210	1.54751	0.00720
HG03887	1026007	1.00000	1798849	0.97666	0.01027	0.00336	1.75325	0.01241
HG00111	1011253	1.00000	1748715	0.97651	0.00845	0.00255	1.72926	0.01184
HG04047	1049442	1.00000	1821382	0.97642	0.00915	0.00286	1.73557	0.01058
NA11892	1013022	1.00000	1782280	0.97735	0.00649	0.00196	1.75937	0.01113
NA20876	1026908	1.00000	1826352	0.97653	0.00650	0.00200	1.77850	0.01198
HG02408	1132738	1.00000	1634916	0.97535	0.00597	0.00183	1.44333	0.01363
HG01817	1150201	1.00000	1663343	0.97519	0.00613	0.00189	1.44613	0.01196
HG00350	1039901	1.00000	1787916	0.97602	0.00763	0.00231	1.71931	0.00704
HG03943	1019282	1.00000	1755838	0.97677	0.00710	0.00216	1.72262	0.01382
NA19160	1067918	1.00000	1707146	0.97654	0.00609	0.00195	1.59857	0.01214
NA18633	1165579	1.00000	1701451	0.97531	0.00713	0.00217	1.45975	0.00902
HG00102	1005150	1.00000	1765012	0.97575	0.00598	0.00181	1.75597	0.01208
NA19328	1104861	1.00000	1732314	0.97694	0.00661	0.00212	1.56790	0.00773
NA18634	1137397	1.00000	1651390	0.97540	0.00691	0.00211	1.45190	0.01353
HG01980	1062793	1.00000	1644961	0.97562	0.00623	0.00196	1.54777	0.01359
HG00675	1127034	1.00000	1659104	0.97525	0.00601	0.00183	1.47210	0.01338
HG01396	986630	1.00000	1889529	0.97785	0.00685	0.00204	1.91513	0.01068
HG01455	1016613	1.00000	1811307	0.97663	0.00653	0.00196	1.78171	0.01209
HG03460	1087556	1.00000	1718720	0.97689	0.00665	0.00223	1.58035	0.01078
HG04238	1020499	1.00000	1815758	0.97725	0.00764	0.00239	1.77928	0.01213
NA19916	1052516	1.00000	1820378	0.97677	0.00627	0.00197	1.72955	0.00815
HG03800	1022506	1.00000	1853114	0.97741	0.00627	0.00186	1.81233	0.01177
NA19102	1067541	1.00000	1690407	0.97785	0.00567	0.00182	1.58346	0.01238
HG03520	1070492	1.00000	1705726	0.97674	0.00551	0.00181	1.59340	0.01223
HG03081	1079904	1.00000	1722058	0.97650	0.00711	0.00237	1.59464	0.01047
HG03672	1087343	1.00000	1780208	0.97623	0.00773	0.00241	1.63721	0.00622
NA18912	1081068	1.00000	1716366	0.97656	0.00581	0.00187	1.58766	0.01131
HG03097	1089608	1.00000	1703291	0.97659	0.00758	0.00259	1.56321	0.01114
HG01615	1038464	1.00000	1775982	0.97615	0.01219	0.00421	1.71020	0.00931
NA20859	1055420	1.00000	1803852	0.97633	0.00713	0.00216	1.70913	0.01062
HG03850	1044500	1.00000	1795997	0.97692	0.00960	0.00313	1.71948	0.01160
HG02580	1009459	1.00000	1814057	0.97715	0.00658	0.00211	1.79706	0.01170
NA19922	983594	1.00000	1887857	0.97803	0.00748	0.00228	1.91935	0.01037
HG03934	1023290	1.00000	1833929	0.97689	0.00695	0.00212	1.79219	0.01225
HG00151	1036458	1.00000	1759166	0.97604	0.00622	0.00190	1.69729	0.01061
HG01365	989299	1.00000	1896529	0.97727	0.00655	0.00197	1.91704	0.01045
NA18486	1067857	1.00000	1706875	0.97698	0.00610	0.00195	1.59841	0.01198
NA18865	1066912	1.00000	1715905	0.97667	0.00529	0.00169	1.60829	0.01171
HG01326	996967	1.00000	1858227	0.97727	0.00681	0.00205	1.86388	0.01099
HG03040	1050417	1.00000	1692282	0.97808	0.00643	0.00205	1.61106	0.01286
HG02496	1040835	1.00000	1767795	0.97785	0.00577	0.00183	1.69844	0.01174
NA19346	1064029	1.00000	1719227	0.97694	0.00773	0.00247	1.61577	0.01176
HG01272	983482	1.00000	1885008	0.97820	0.00615	0.00183	1.91667	0.01142
HG01936	1058615	1.00000	1738114	0.97522	0.00628	0.00189	1.64188	0.01275
NA18560	1132924	1.00000	1681590	0.97513	0.00606	0.00187	1.48429	0.01237
HG01049	977243	1.00000	1936901	0.97682	0.00678	0.00203	1.98201	0.00881
HG03838	1091022	1.00000	1736310	0.97558	0.00697	0.00219	1.59145	0.01187
NA19788	1038453	1.00000	1782095	0.97629	0.00643	0.00196	1.71611	0.01359
HG02277	1102379	1.00000	1681926	0.97625	0.00595	0.00181	1.52572	0.01145
NA19445	1052033	1.00000	1728130	0.97680	0.00540	0.00173	1.64266	0.01222
HG02661	1007909	1.00000	1821328	0.97676	0.00706	0.00214	1.80704	0.01238
HG01896	1054352	1.00000	1717366	0.97735	0.00559	0.00179	1.62884	0.01170
HG03846	1032062	1.00000	1824049	0.97688	0.00764	0.00237	1.76738	0.01130
HG03291	1061008	1.00000	1688489	0.97663	0.00612	0.00200	1.59140	0.01281
NA19028	1052368	1.00000	1748861	0.97723	0.00621	0.00197	1.66183	0.01162
NA19747	1045663	1.00000	1764002	0.97619	0.00816	0.00244	1.68697	0.01220
NA18953	1151664	1.00000	1656278	0.97592	0.00697	0.00215	1.43816	0.01173
HG03473	1045886	1.00000	1646138	0.97798	0.00712	0.00234	1.57392	0.01380
NA21087	1033775	1.00000	1811540	0.97693	0.00635	0.00189	1.75235	0.01201
HG02589	1092052	1.00000	1749198	0.97680	0.00678	0.00220	1.60175	0.00726
HG03175	1080512	1.00000	1718893	0.97690	0.00636	0.00205	1.59081	0.01150
NA11932	1006674	1.00000	1793731	0.97634	0.00691	0.00209	1.78184	0.01168
HG00285	1053217	1.00000	1754362	0.97715	0.00661	0.00202	1.66572	0.01037
HG00593	1146772	1.00000	1667095	0.97525	0.00675	0.00207	1.45373	0.01154
HG02511	1066338	1.00000	1779806	0.97736	0.00569	0.00184	1.66908	0.00920
HG03045	1080780	1.00000	1716209	0.97783	0.00603	0.00200	1.58794	0.01099
HG03378	1059393	1.00000	1696280	0.97686	0.00640	0.00217	1.60118	0.01252
HG00259	994506	1.00000	1774432	0.97712	0.00636	0.00191	1.78423	0.01220
HG01323	984880	1.00000	1877580	0.97635	0.00650	0.00194	1.90640	0.01129
HG02465	1061313	1.00000	1684604	0.97633	0.00560	0.00181	1.58728	0.01287
HG03941	1036392	1.00000	1815540	0.97656	0.00868	0.00278	1.75179	0.01174
NA12234	1004745	1.00000	1747936	0.97628	0.00677	0.00203	1.73968	0.01226
NA20864	1034335	1.00000	1831226	0.97721	0.00650	0.00194	1.77044	0.01022
HG00275	1002121	1.00000	1770736	0.97722	0.00610	0.00184	1.76699	0.01237
NA12717	1032730	1.00000	1750087	0.97585	0.00706	0.00213	1.69462	0.01220
HG01914	1010193	1.00000	1776945	0.97707	0.00534	0.00165	1.75902	0.01304
HG02513	1153902	1.00000	1662302	0.97617	0.00614	0.00191	1.44059	0.01126
HG03718	1033836	1.00000	1744729	0.97659	0.00802	0.00253	1.68763	0.01327
NA12716	1022802	1.00000	1762763	0.97711	0.00720	0.00217	1.72346	0.01069
HG02977	1054905	1.00000	1671185	0.97683	0.00597	0.00194	1.58420	0.01378
