#SAMPLE	HQ_HOM	HQ_HOM_RATE	HQ_HET	HQ_HET_RATE	CHARR	MEAN_REF_AB_HOM_ALT	HETEROZYGOSITY_RATE	INCONSISTENT_AB_HET_RATE
HG04188	949928	1.00000	1686911	0.99950	0.00423	0.00155	0.63975	0.01153
HG03603	953872	1.00000	1730570	0.99956	0.00144	0.00047	0.64467	0.01008
NA18873	974024	1.00000	1582752	0.99955	0.00077	0.00025	0.61904	0.01242
NA19380	959318	1.00000	1601419	0.99955	0.00123	0.00040	0.62537	0.01185
HG01982	1044381	1.00000	1518715	0.99951	0.00077	0.00025	0.59253	0.01164
HG02562	986262	1.00000	1625833	0.99951	0.00153	0.00055	0.62242	0.01045
HG04006	956055	1.00000	1713460	0.99953	0.00214	0.00075	0.64186	0.01034
HG02682	921172	1.00000	1631198	0.99952	0.00096	0.00030	0.63909	0.01268
HG02084	1021068	1.00000	1511290	0.99945	0.00080	0.00026	0.59679	0.01380
HG01848	1048970	1.00000	1555628	0.99953	0.00103	0.00033	0.59726	0.01101
HG02896	998652	1.00000	1547828	0.99946	0.00195	0.00074	0.60783	0.01186
HG01122	923015	1.00000	1731903	0.99951	0.00102	0.00032	0.65234	0.01097
HG02360	1015482	1.00000	1505645	0.99932	0.00357	0.00141	0.59721	0.01376
HG02087	1039633	1.00000	1558859	0.99944	0.00079	0.00025	0.59991	0.01263
HG00122	921087	1.00000	1667608	0.99953	0.00106	0.00033	0.64419	0.01119
HG03583	976632	1.00000	1563688	0.99950	0.00104	0.00036	0.61555	0.01268
HG01311	903812	1.00000	1707509	0.99957	0.00090	0.00028	0.65389	0.01188
HG00177	924582	1.00000	1584656	0.99953	0.00096	0.00029	0.63153	0.01266
HG03890	942669	1.00000	1713248	0.99955	0.00170	0.00058	0.64507	0.01155
NA19473	958914	1.00000	1601266	0.99961	0.00073	0.00024	0.62545	0.01252
HG01606	898648	1.00000	1583381	0.99953	0.00086	0.00026	0.63794	0.01309
HG02252	996651	1.00000	1595404	0.99953	0.00085	0.00027	0.61550	0.01083
HG02613	971519	1.00000	1591662	0.99949	0.00196	0.00076	0.62097	0.01206
HG01783	916590	1.00000	1613174	0.99955	0.00103	0.00032	0.63768	0.01192
NA19728	1090951	1.00000	1404928	0.99942	0.00165	0.00060	0.56290	0.01260
HG03499	1013060	1.00000	1596469	0.99953	0.00131	0.00046	0.61178	0.00972
HG01811	1040848	1.00000	1514596	0.99948	0.00104	0.00034	0.59269	0.01302
NA18552	1027244	1.00000	1541398	0.99949	0.00091	0.00029	0.60008	0.01278
HG01954	1057594	1.00000	1419418	0.99945	0.00078	0.00025	0.57304	0.01432
NA18951	1053953	1.00000	1565821	0.99947	0.00093	0.00029	0.59769	0.01190
NA19334	974643	1.00000	1610002	0.99953	0.00078	0.00026	0.62291	0.01226
HG04209	985077	1.00000	1548469	0.99948	0.00169	0.00057	0.61119	0.01256
HG02104	1069531	1.00000	1469604	0.99946	0.00080	0.00026	0.57878	0.01202
NA19786	945681	1.00000	1645302	0.99955	0.00080	0.00025	0.63501	0.01236
NA19314	983451	1.00000	1639298	0.99949	0.00094	0.00031	0.62503	0.01103
HG03129	987049	1.00000	1527574	0.99951	0.00103	0.00035	0.60748	0.01249
HG01551	874508	1.00000	1774943	0.99957	0.00099	0.00031	0.66993	0.01247
NA11992	915246	1.00000	1621708	0.99951	0.00088	0.00027	0.63923	0.01313
NA18592	1052094	1.00000	1538774	0.99952	0.00096	0.00030	0.59392	0.01194
HG01596	1034382	1.00000	1557926	0.99954	0.00084	0.00027	0.60098	0.01144
HG03015	958667	1.00000	1640546	0.99955	0.00121	0.00039	0.63117	0.01178
NA18617	1038980	1.00000	1530080	0.99954	0.00120	0.00037	0.59558	0.01272
NA20894	938339	1.00000	1635407	0.99951	0.00091	0.00028	0.63542	0.01346
NA19726	964831	1.00000	1625135	0.99954	0.00104	0.00033	0.62747	0.01163
HG02035	1039268	1.00000	1569330	0.99948	0.00083	0.00026	0.60160	0.01218
HG00130	899914	1.00000	1604462	0.99955	0.00106	0.00033	0.64066	0.01294
HG01362	889209	1.00000	1718642	0.99962	0.00097	0.00029	0.65903	0.01190
HG01757	922874	1.00000	1629984	0.99955	0.00099	0.00030	0.63849	0.01183
NA20299	815739	1.00000	1835180	0.99954	0.00088	0.00026	0.69228	0.01398
HG00654	1028272	1.00000	1528656	0.99958	0.00077	0.00024	0.59785	0.01238
HG03464	963440	1.00000	1567279	0.99941	0.00303	0.00118	0.61930	0.01378
NA19012	1133206	1.00000	1409644	0.99946	0.00095	0.00031	0.55436	0.01181
NA20790	930180	1.00000	1636496	0.99953	0.00092	0.00029	0.63759	0.01159
HG02494	931539	1.00000	1677645	0.99950	0.00234	0.00082	0.64298	0.01144
HG02811	977407	1.00000	1576035	0.99953	0.00183	0.00067	0.61722	0.01235
HG01360	900320	1.00000	1697243	0.99952	0.00085	0.00026	0.65340	0.01284
HG01912	931980	1.00000	1587671	0.99947	0.00118	0.00043	0.63012	0.01388
NA19900	918346	1.00000	1689171	0.99955	0.00082	0.00026	0.64781	0.01204
HG00634	1047786	1.00000	1548538	0.99945	0.00080	0.00025	0.59643	0.01274
HG00284	919703	1.00000	1641712	0.99958	0.00088	0.00027	0.64094	0.01134
HG01858	1037962	1.00000	1543092	0.99951	0.00180	0.00057	0.59785	0.01244
HG00185	923210	1.00000	1652007	0.99955	0.00088	0.00028	0.64150	0.01173
HG04202	929598	1.00000	1634008	0.99942	0.00446	0.00165	0.63739	0.01257
HG03733	987153	1.00000	1613006	0.99952	0.00101	0.00033	0.62035	0.01052
HG01625	901488	1.00000	1635025	0.99959	0.00089	0.00027	0.64460	0.01234
NA20586	900125	1.00000	1632206	0.99959	0.00090	0.00028	0.64455	0.01193
NA12043	940975	1.00000	1649631	0.99957	0.00108	0.00033	0.63677	0.01108
NA19107	979513	1.00000	1560085	0.99951	0.00086	0.00028	0.61430	0.01273
HG00383	947169	1.00000	1618381	0.99955	0.00087	0.00027	0.63081	0.01182
NA19030	974553	1.00000	1585224	0.99957	0.00079	0.00026	0.61928	0.01168
HG00116	953247	1.00000	1663695	0.99959	0.00122	0.00039	0.63574	0.00938
HG03048	970755	1.00000	1569098	0.99944	0.00307	0.00114	0.61779	0.01229
HG02888	937911	1.00000	1535021	0.99947	0.00091	0.00031	0.62073	0.01369
HG00181	916575	1.00000	1666447	0.99954	0.00087	0.00027	0.64515	0.01191
HG03593	946215	1.00000	1667288	0.99953	0.00118	0.00039	0.63795	0.01289
NA19058	1024873	1.00000	1529220	0.99952	0.00087	0.00027	0.59873	0.01283
HG00708	1042762	1.00000	1532957	0.99947	0.00085	0.00027	0.59516	0.01231
HG01312	896126	1.00000	1709088	0.99960	0.00099	0.00030	0.65603	0.01187
HG03557	991578	1.00000	1584425	0.99954	0.00086	0.00029	0.61507	0.01116
NA18621	1036994	1.00000	1516785	0.99952	0.00102	0.00032	0.59394	0.01291
NA20531	908418	1.00000	1609288	0.99956	0.00135	0.00041	0.63919	0.01224
HG01522	937822	1.00000	1588733	0.99946	0.00094	0.00030	0.62881	0.01250
NA20798	916204	1.00000	1604684	0.99950	0.00139	0.00043	0.63656	0.01302
HG00099	948386	1.00000	1646089	0.99955	0.00093	0.00029	0.63446	0.01041
HG03668	934257	1.00000	1692881	0.99947	0.00227	0.00082	0.64438	0.01193
HG03615	986279	1.00000	1642367	0.99954	0.00100	0.00031	0.62480	0.01138
HG01403	878552	1.00000	1704385	0.99953	0.00133	0.00040	0.65986	0.01232
HG01384	908312	1.00000	1673022	0.99950	0.00130	0.00039	0.64812	0.01203
HG01170	870184	1.00000	1665075	0.99959	0.00085	0.00026	0.65677	0.01265
HG00851	1057105	1.00000	1532843	0.99808	0.01378	0.00550	0.59184	0.01336
HG01402	895090	1.00000	1727110	0.99961	0.00090	0.00028	0.65865	0.01107
HG00565	1013134	1.00000	1519665	0.99949	0.00111	0.00035	0.59999	0.01336
NA18549	1039102	1.00000	1553690	0.99951	0.00096	0.00031	0.59923	0.01284
NA18579	1027309	1.00000	1553503	0.99947	0.00108	0.00034	0.60194	0.01294
HG01061	929880	1.00000	1659854	0.99946	0.00337	0.00125	0.64094	0.01213
NA19079	1065516	1.00000	1578275	0.99949	0.00111	0.00035	0.59697	0.00999
NA20858	920916	1.00000	1700491	0.99954	0.00104	0.00034	0.64869	0.01171
NA19909	936629	1.00000	1628184	0.99954	0.00085	0.00027	0.63482	0.01280
HG03714	938056	1.00000	1703495	0.99954	0.00090	0.00028	0.64488	0.01207
NA18948	1030504	1.00000	1525484	0.99946	0.00086	0.00027	0.59683	0.01334
NA18643	1051151	1.00000	1556924	0.99950	0.00098	0.00031	0.59696	0.01133
HG02814	991095	1.00000	1624177	0.99950	0.00174	0.00065	0.62104	0.01148
HG00598	1050772	1.00000	1546621	0.99945	0.00101	0.00032	0.59545	0.01202
HG01863	1041086	1.00000	1543267	0.99945	0.00091	0.00029	0.59716	0.01234
HG02716	984685	1.00000	1585924	0.99954	0.00132	0.00048	0.61694	0.01185
HG01280	923580	1.00000	1698041	0.99946	0.00086	0.00027	0.64771	0.01282
HG03781	936022	1.00000	1666239	0.99959	0.00112	0.00036	0.64030	0.01235
HG03109	987612	1.00000	1598478	0.99954	0.00126	0.00046	0.61811	0.01104
HG01443	946936	1.00000	1626437	0.99951	0.00087	0.00027	0.63203	0.01268
HG03078	963470	1.00000	1543465	0.99952	0.00094	0.00032	0.61568	0.01353
HG02156	1057049	1.00000	1519562	0.99951	0.00087	0.00028	0.58975	0.01192
HG04038	944107	1.00000	1639208	0.99957	0.00153	0.00052	0.63454	0.01227
NA19984	932515	1.00000	1677939	0.99960	0.00085	0.00027	0.64278	0.01177
HG02976	985878	1.00000	1589178	0.99955	0.00095	0.00032	0.61714	0.01181
NA19200	979257	1.00000	1551088	0.99954	0.00075	0.00025	0.61299	0.01319
HG00689	1077257	1.00000	1568492	0.99958	0.00152	0.00049	0.59283	0.00857
HG00464	1052554	1.00000	1538138	0.99949	0.00101	0.00032	0.59372	0.01222
HG00143	913572	1.00000	1636877	0.99948	0.00129	0.00039	0.64180	0.01236
HG02594	959854	1.00000	1562148	0.99949	0.00130	0.00048	0.61941	0.01342
HG02233	911131	1.00000	1658294	0.99953	0.00087	0.00027	0.64539	0.01228
HG03514	965796	1.00000	1576625	0.99952	0.00111	0.00038	0.62013	0.01297
HG03738	995432	1.00000	1585391	0.99954	0.00117	0.00040	0.61430	0.01202
HG03792	962589	1.00000	1616216	0.99947	0.00124	0.00042	0.62673	0.01224
HG02887	975890	1.00000	1553984	0.99908	0.00101	0.00035	0.61425	0.01968
NA20853	951763	1.00000	1671942	0.99951	0.00109	0.00034	0.63724	0.01197
NA19664	918738	1.00000	1624534	0.99952	0.00077	0.00024	0.63876	0.01370
HG01067	894534	1.00000	1686727	0.99954	0.00112	0.00034	0.65345	0.01183
HG00536	1030478	1.00000	1514336	0.99945	0.00084	0.00027	0.59507	0.01431
HG01805	1008804	1.00000	1505409	0.99943	0.00100	0.00031	0.59876	0.01365
HG02470	949297	1.00000	1618137	0.99949	0.00089	0.00031	0.63025	0.01255
HG04171	937084	1.00000	1724579	0.99956	0.00155	0.00050	0.64793	0.01112
NA20348	939381	1.00000	1694067	0.99956	0.00087	0.00028	0.64329	0.01168
NA20874	929611	1.00000	1697320	0.99955	0.00093	0.00028	0.64612	0.01209
HG02479	947777	1.00000	1642107	0.99952	0.00100	0.00035	0.63405	0.01212
HG02023	1020226	1.00000	1560120	0.99950	0.00089	0.00029	0.60462	0.01265
NA20897	946799	1.00000	1654292	0.99950	0.00102	0.00031	0.63600	0.01237
NA18853	991087	1.00000	1597539	0.99953	0.00101	0.00036	0.61714	0.01158
HG02595	969943	1.00000	1553305	0.99949	0.00111	0.00040	0.61560	0.01260
NA18868	971177	1.00000	1586895	0.99950	0.00086	0.00028	0.62035	0.01212
HG03199	978148	1.00000	1561226	0.99946	0.00171	0.00063	0.61481	0.01322
NA12249	941862	1.00000	1638737	0.99949	0.00108	0.00033	0.63502	0.01149
HG02150	1100944	1.00000	1388750	0.99946	0.00081	0.00027	0.55780	0.01205
HG00343	918558	1.00000	1636422	0.99955	0.00092	0.00029	0.64048	0.01201
HG02696	915773	1.00000	1728078	0.99946	0.00254	0.00089	0.65362	0.01239
HG01892	988213	1.00000	1578129	0.99954	0.00083	0.00027	0.61493	0.01241
HG01518	932008	1.00000	1596211	0.99955	0.00091	0.00028	0.63136	0.01219
NA12890	915101	1.00000	1617414	0.99954	0.00089	0.00027	0.63866	0.01240
HG02235	914138	1.00000	1627948	0.99952	0.00086	0.00028	0.64040	0.01243
HG02013	972235	1.00000	1609845	0.99958	0.00088	0.00029	0.62347	0.01148
HG03624	910641	1.00000	1648229	0.99951	0.00106	0.00034	0.64412	0.01215
HG00736	897337	1.00000	1661395	0.99956	0.00142	0.00043	0.64930	0.01170
HG03270	1008998	1.00000	1616627	0.99964	0.00202	0.00074	0.61571	0.00811
NA18995	1069598	1.00000	1530905	0.99947	0.00094	0.00031	0.58870	0.01209
NA20339	969102	1.00000	1637804	0.99955	0.00091	0.00029	0.62826	0.01206
HG02166	1030049	1.00000	1515468	0.99930	0.00420	0.00162	0.59535	0.01327
HG00443	1048438	1.00000	1562857	0.99949	0.00095	0.00031	0.59850	0.01153
HG01798	1065223	1.00000	1577450	0.99950	0.00122	0.00040	0.59691	0.00964
HG01702	914598	1.00000	1578959	0.99956	0.00085	0.00026	0.63322	0.01322
HG00500	1060298	1.00000	1553372	0.99952	0.00121	0.00037	0.59433	0.01085
HG00672	1015125	1.00000	1484009	0.99943	0.00094	0.00030	0.59381	0.01487
HG01513	879999	1.00000	1583171	0.99952	0.00091	0.00028	0.64274	0.01333
NA18957	1027653	1.00000	1526387	0.99949	0.00097	0.00031	0.59764	0.01289
NA18970	1069019	1.00000	1572253	0.99950	0.00097	0.00031	0.59526	0.01068
HG00121	927501	1.00000	1611971	0.99948	0.00106	0.00033	0.63477	0.01287
HG00334	933767	1.00000	1618542	0.99955	0.00103	0.00033	0.63415	0.01210
HG02970	948581	1.00000	1530483	0.99945	0.00113	0.00039	0.61736	0.01415
HG03342	986110	1.00000	1593130	0.99951	0.00183	0.00069	0.61767	0.01209
NA18942	1042807	1.00000	1556388	0.99944	0.00108	0.00037	0.59880	0.01268
HG01357	901440	1.00000	1631048	0.99945	0.00136	0.00042	0.64405	0.01620
HG01377	909346	1.00000	1729121	0.99958	0.00094	0.00029	0.65535	0.01076
HG03133	1000683	1.00000	1594031	0.99959	0.00092	0.00031	0.61434	0.01008
NA18749	1019272	1.00000	1509017	0.99947	0.00076	0.00024	0.59685	0.01418
NA19147	982674	1.00000	1567065	0.99950	0.00084	0.00028	0.61460	0.01347
HG01918	1015602	1.00000	1519862	0.99950	0.00088	0.00029	0.59944	0.01239
HG02356	1030736	1.00000	1520711	0.99951	0.00119	0.00039	0.59602	0.01280
HG01303	884068	1.00000	1669314	0.99952	0.00131	0.00039	0.65377	0.01449
HG00631	1021316	1.00000	1517689	0.99950	0.00083	0.00027	0.59775	0.01336
HG04106	973638	1.00000	1654509	0.99956	0.00250	0.00090	0.62953	0.00967
HG02375	1068829	1.00000	1545986	0.99946	0.00122	0.00040	0.59124	0.01168
HG00127	939793	1.00000	1627271	0.99957	0.00105	0.00033	0.63390	0.01134
HG00373	930137	1.00000	1606445	0.99952	0.00083	0.00026	0.63331	0.01287
NA18934	969634	1.00000	1540912	0.99946	0.00080	0.00028	0.61378	0.01445
HG02772	994030	1.00000	1586924	0.99949	0.00109	0.00037	0.61486	0.01263
HG04140	960973	1.00000	1685558	0.99956	0.00153	0.00049	0.63689	0.01043
HG04118	938588	1.00000	1681739	0.99950	0.00201	0.00071	0.64181	0.01155
NA19375	983016	1.00000	1602406	0.99954	0.00080	0.00026	0.61979	0.01210
NA20543	919761	1.00000	1659547	0.99955	0.00175	0.00062	0.64341	0.01145
HG02807	989332	1.00000	1636309	0.99957	0.00185	0.00068	0.62320	0.00953
HG03947	950274	1.00000	1694697	0.99955	0.00179	0.00062	0.64072	0.01094
NA19210	991575	1.00000	1588116	0.99952	0.00086	0.00029	0.61562	0.01212
HG01631	900879	1.00000	1597843	0.99950	0.00100	0.00032	0.63946	0.01293
NA20291	940192	1.00000	1579312	0.99957	0.00088	0.00028	0.62683	0.01322
NA19731	1082863	1.00000	1403007	0.99943	0.00077	0.00025	0.56439	0.01359
NA19434	972634	1.00000	1608578	0.99953	0.00100	0.00032	0.62319	0.01194
NA12275	881028	1.00000	1574882	0.99958	0.00094	0.00029	0.64126	0.01378
NA18612	1058257	1.00000	1586305	0.99955	0.00123	0.00040	0.59984	0.00926
NA19729	1044617	1.00000	1461661	0.99949	0.00078	0.00025	0.58320	0.01250
NA19099	999670	1.00000	1603125	0.99950	0.00084	0.00028	0.61592	0.01120
HG00345	922329	1.00000	1633863	0.99953	0.00098	0.00030	0.63918	0.01176
HG00234	942582	1.00000	1659264	0.99953	0.00114	0.00036	0.63773	0.01088
NA20351	882552	1.00000	1778211	0.99958	0.00086	0.00027	0.66831	0.01189
HG01085	877465	1.00000	1712914	0.99958	0.00103	0.00031	0.66126	0.01172
HG01695	908975	1.00000	1618100	0.99952	0.00096	0.00030	0.64031	0.01260
NA12761	920674	1.00000	1636670	0.99953	0.00103	0.00033	0.63999	0.01145
HG02784	943869	1.00000	1652760	0.99949	0.00103	0.00033	0.63650	0.01246
HG02836	973975	1.00000	1591905	0.99957	0.00113	0.00038	0.62041	0.01189
HG03055	993273	1.00000	1580433	0.99950	0.00119	0.00042	0.61407	0.01216
HG03476	966334	1.00000	1552878	0.99951	0.00086	0.00029	0.61641	0.01339
HG04070	1092320	1.00000	1369271	0.99938	0.00193	0.00070	0.55625	0.01288
HG02385	1008005	1.00000	1482959	0.99947	0.00089	0.00028	0.59534	0.01339
HG01850	1046817	1.00000	1577631	0.99955	0.00084	0.00027	0.60113	0.01220
HG02230	931130	1.00000	1633764	0.99960	0.00087	0.00028	0.63697	0.01162
HG03086	975632	1.00000	1562651	0.99950	0.00138	0.00047	0.61563	0.01593
HG02611	989408	1.00000	1529183	0.99949	0.00105	0.00037	0.60716	0.01321
HG01372	939612	1.00000	1681079	0.99949	0.00088	0.00027	0.64146	0.01150
NA19010	1056416	1.00000	1534323	0.99949	0.00111	0.00035	0.59223	0.01171
HG01668	899785	1.00000	1632545	0.99956	0.00087	0.00026	0.64468	0.01206
HG00663	1035455	1.00000	1531213	0.99942	0.00087	0.00027	0.59658	0.01304
HG03538	974892	1.00000	1582836	0.99946	0.00162	0.00060	0.61884	0.01334
HG03585	946230	1.00000	1678833	0.99951	0.00129	0.00043	0.63954	0.01260
NA21143	962437	1.00000	1696319	0.99956	0.00106	0.00033	0.63801	0.01063
HG03786	988716	1.00000	1607672	0.99952	0.00139	0.00048	0.61920	0.01155
HG02224	914689	1.00000	1644210	0.99956	0.00101	0.00033	0.64255	0.01203
HG03039	968254	1.00000	1543316	0.99948	0.00109	0.00038	0.61448	0.01389
HG00324	949471	1.00000	1578553	0.99950	0.00086	0.00027	0.62442	0.01215
NA19654	944537	1.00000	1642952	0.99955	0.00088	0.00028	0.63496	0.01245
HG00276	905438	1.00000	1565186	0.99946	0.00103	0.00032	0.63352	0.01403
NA21106	974863	1.00000	1692852	0.99960	0.00121	0.00037	0.63457	0.00824
HG03802	942899	1.00000	1692880	0.99951	0.00098	0.00031	0.64227	0.01180
NA18548	1040796	1.00000	1566416	0.99932	0.00247	0.00092	0.60080	0.02018
NA21108	937939	1.00000	1620035	0.99953	0.00110	0.00034	0.63333	0.01313
HG00171	937521	1.00000	1642746	0.99955	0.00132	0.00041	0.63666	0.01130
HG01630	891845	1.00000	1630042	0.99950	0.00088	0.00027	0.64636	0.01261
HG03857	921612	1.00000	1659197	0.99953	0.00209	0.00072	0.64290	0.01282
NA18963	1054371	1.00000	1532457	0.99948	0.00090	0.00029	0.59241	0.01339
HG03436	993565	1.00000	1578340	0.99950	0.00184	0.00070	0.61369	0.01236
HG03054	1002784	1.00000	1594102	0.99947	0.00352	0.00136	0.61385	0.01139
HG00246	919396	1.00000	1652324	0.99954	0.00112	0.00034	0.64250	0.01174
NA10851	937811	1.00000	1609459	0.99946	0.00210	0.00075	0.63184	0.01234
NA18519	952750	1.00000	1511480	0.99953	0.00086	0.00028	0.61337	0.01345
HG00671	1040811	1.00000	1563172	0.99953	0.00082	0.00026	0.60030	0.01197
HG01938	1129068	1.00000	1386974	0.99945	0.00083	0.00028	0.55125	0.01189
NA19131	1003897	1.00000	1609798	0.99953	0.00087	0.00029	0.61591	0.01083
NA20518	907851	1.00000	1640328	0.99951	0.00131	0.00040	0.64373	0.01243
HG02855	999194	1.00000	1614885	0.99954	0.00096	0.00032	0.61776	0.01158
HG00530	1058230	1.00000	1538106	0.99956	0.00090	0.00028	0.59241	0.01152
HG01842	1026128	1.00000	1562254	0.99950	0.00096	0.00031	0.60356	0.01234
HG02860	972836	1.00000	1587977	0.99946	0.00088	0.00030	0.62011	0.01208
HG03784	982553	1.00000	1613330	0.99954	0.00098	0.00031	0.62150	0.01200
HG02019	1006106	1.00000	1519829	0.99952	0.00089	0.00029	0.60169	0.01346
HG04214	951177	1.00000	1702906	0.99947	0.00350	0.00127	0.64162	0.01108
HG00581	1021793	1.00000	1509551	0.99941	0.00088	0.00028	0.59634	0.01429
HG01519	914495	1.00000	1616936	0.99945	0.00217	0.00079	0.63874	0.01275
HG03894	973212	1.00000	1635046	0.99939	0.00303	0.00112	0.62687	0.01246
HG04017	983006	1.00000	1664780	0.99956	0.00201	0.00072	0.62874	0.01029
HG03073	998232	1.00000	1597585	0.99949	0.00237	0.00087	0.61545	0.01092
HG03990	964636	1.00000	1679639	0.99948	0.00350	0.00129	0.63520	0.01053
HG02026	1003963	1.00000	1487998	0.99941	0.00079	0.00025	0.59712	0.01496
HG03575	990049	1.00000	1579600	0.99950	0.00128	0.00046	0.61471	0.01292
NA18915	1007339	1.00000	1595487	0.99954	0.00099	0.00033	0.61298	0.00972
HG01855	1052702	1.00000	1560430	0.99949	0.00090	0.00029	0.59715	0.01186
HG03809	948576	1.00000	1691403	0.99951	0.00146	0.00050	0.64069	0.01193
HG01857	1044013	1.00000	1544585	0.99946	0.00087	0.00028	0.59669	0.01239
HG01525	905866	1.00000	1671800	0.99954	0.00095	0.00030	0.64857	0.01148
NA18595	1051300	1.00000	1508747	0.99949	0.00079	0.00026	0.58934	0.01291
NA18597	1019988	1.00000	1528509	0.99952	0.00098	0.00032	0.59977	0.01300
HG03625	1035360	1.00000	1532304	0.99944	0.00278	0.00105	0.59677	0.01082
HG01256	922486	1.00000	1707044	0.99952	0.00083	0.00026	0.64918	0.01068
HG01921	1007560	1.00000	1508449	0.99948	0.00084	0.00027	0.59954	0.01322
HG03689	995976	1.00000	1633318	0.99954	0.00141	0.00047	0.62120	0.01053
HG00537	1018279	1.00000	1506195	0.99946	0.00128	0.00039	0.59664	0.01352
HG01859	1031003	1.00000	1518740	0.99950	0.00093	0.00030	0.59564	0.01292
NA18980	1043784	1.00000	1540356	0.99947	0.00113	0.00035	0.59608	0.01257
NA18640	1045384	1.00000	1542344	0.99953	0.00092	0.00029	0.59602	0.01184
HG02401	1026865	1.00000	1522293	0.99950	0.00113	0.00038	0.59717	0.01328
HG02031	1029597	1.00000	1541156	0.99949	0.00133	0.00047	0.59950	0.01302
HG01350	933628	1.00000	1648773	0.99954	0.00082	0.00025	0.63847	0.01217
NA19020	967324	1.00000	1615469	0.99957	0.00079	0.00026	0.62547	0.01181
HG03298	1002373	1.00000	1574648	0.99947	0.00200	0.00075	0.61103	0.01208
HG00145	907509	1.00000	1601427	0.99948	0.00083	0.00025	0.63829	0.01301
HG00475	1040998	1.00000	1542105	0.99950	0.00087	0.00027	0.59700	0.01300
HG03267	1001929	1.00000	1593575	0.99958	0.00138	0.00049	0.61398	0.01070
HG03457	1000856	1.00000	1603747	0.99956	0.00143	0.00049	0.61574	0.01029
HG03691	951306	1.00000	1692925	0.99958	0.00102	0.00032	0.64023	0.01148
HG03088	981029	1.00000	1578457	0.99951	0.00144	0.00053	0.61671	0.01242
HG02952	954965	1.00000	1545649	0.99946	0.00141	0.00050	0.61811	0.01387
HG00369	949093	1.00000	1674389	0.99955	0.00110	0.00035	0.63823	0.00925
NA12154	919007	1.00000	1649929	0.99953	0.00099	0.00030	0.64226	0.01239
HG02008	1016928	1.00000	1464939	0.99943	0.00083	0.00027	0.59026	0.01352
NA18956	1030169	1.00000	1517566	0.99949	0.00088	0.00028	0.59565	0.01339
NA18639	1025438	1.00000	1512840	0.99948	0.00103	0.00032	0.59601	0.01258
NA20862	913838	1.00000	1656470	0.99961	0.00090	0.00028	0.64446	0.01247
HG03169	993950	1.00000	1552448	0.99952	0.00113	0.00040	0.60966	0.01227
HG01595	1041901	1.00000	1538423	0.99949	0.00102	0.00032	0.59621	0.01288
HG02634	1001138	1.00000	1600556	0.99949	0.00221	0.00085	0.61520	0.01193
HG03455	978481	1.00000	1576947	0.99944	0.00234	0.00089	0.61710	0.01307
NA19138	978484	1.00000	1566591	0.99953	0.00118	0.00040	0.61554	0.01237
HG01603	915373	1.00000	1628611	0.99955	0.00090	0.00028	0.64018	0.01191
HG02573	977417	1.00000	1594863	0.99953	0.00118	0.00041	0.62002	0.01222
HG00133	957108	1.00000	1673738	0.99961	0.00107	0.00035	0.63620	0.00901
NA19175	998236	1.00000	1606495	0.99951	0.00087	0.00029	0.61676	0.01176
HG00179	917770	1.00000	1618681	0.99955	0.00104	0.00032	0.63817	0.01223
NA18998	1046437	1.00000	1548122	0.99890	0.00701	0.00287	0.59668	0.01293
HG00844	1017745	1.00000	1540825	0.99953	0.00103	0.00032	0.60222	0.01289
NA20544	928406	1.00000	1643402	0.99952	0.00135	0.00042	0.63901	0.01234
HG03449	987794	1.00000	1581747	0.99945	0.00209	0.00080	0.61558	0.01322
HG01174	929518	1.00000	1640859	0.99952	0.00096	0.00030	0.63837	0.01244
HG02736	918401	1.00000	1676957	0.99958	0.00135	0.00045	0.64614	0.01177
HG02885	994552	1.00000	1634051	0.99939	0.00543	0.00215	0.62164	0.01081
NA18577	1043679	1.00000	1538206	0.99954	0.00093	0.00030	0.59577	0.01143
NA20287	955245	1.00000	1707615	0.99964	0.00106	0.00035	0.64127	0.00894
NA20321	913703	1.00000	1649418	0.99956	0.00092	0.00030	0.64352	0.01225
NA21142	963265	1.00000	1672271	0.99956	0.00109	0.00034	0.63451	0.01015
HG01920	1119125	1.00000	1345106	0.99943	0.00075	0.00025	0.54585	0.01331
NA12778	909551	1.00000	1554766	0.99947	0.00114	0.00038	0.63091	0.01380
HG00238	889425	1.00000	1575964	0.99951	0.00103	0.00032	0.63924	0.01342
HG01707	913365	1.00000	1626022	0.99955	0.00086	0.00027	0.64032	0.01221
NA12775	911967	1.00000	1635549	0.99910	0.00684	0.00261	0.64202	0.01259
HG01948	943616	1.00000	1724854	0.99953	0.00125	0.00042	0.64638	0.01099
HG02657	912914	1.00000	1669585	0.99949	0.00151	0.00049	0.64650	0.01312
HG01965	942379	1.00000	1636046	0.99952	0.00094	0.00029	0.63451	0.01278
HG03202	945521	1.00000	1514022	0.99947	0.00151	0.00054	0.61557	0.01386
HG00105	889474	1.00000	1577028	0.99947	0.00107	0.00033	0.63938	0.01391
HG04003	953891	1.00000	1713351	0.99952	0.00379	0.00138	0.64237	0.01001
HG01507	911144	1.00000	1613626	0.99955	0.00091	0.00029	0.63912	0.01211
HG01669	910259	1.00000	1622905	0.99959	0.00097	0.00030	0.64066	0.01200
HG02667	1001138	1.00000	1488607	0.99951	0.00123	0.00045	0.59790	0.01264
HG03136	987475	1.00000	1549374	0.99958	0.00086	0.00028	0.61075	0.01236
